Timestamp,Temperatura(C),Umidade(%),CO2(PPM)
2025-06-09 02:21:00.988,23,41,400
2025-06-09 02:26:01.291,23,41,400
2025-06-09 02:31:01.594,23,41,400
2025-06-09 02:36:01.896,23,41,400
2025-06-09 02:41:02.198,23,41,400
2025-06-09 02:46:02.501,23,41,400
2025-06-09 02:51:02.804,23,41,400
2025-06-09 02:56:03.106,23,41,400
2025-06-09 03:01:03.408,23,41,400
2025-06-09 03:06:03.711,23,41,400
2025-06-09 03:11:04.013,23,41,400
2025-06-09 03:16:04.316,23,41,400
2025-06-09 03:21:04.618,23,41,400
2025-06-09 03:26:04.920,23,41,400
2025-06-09 03:31:05.223,23,41,400
2025-06-09 03:36:05.525,23,41,400
2025-06-09 03:41:05.828,23,41,400
2025-06-09 03:46:06.130,23,41,400
2025-06-09 03:51:06.432,23,41,400
2025-06-09 03:56:06.735,23,41,400
2025-06-09 04:01:07.034,23,41,400
2025-06-09 04:06:07.337,23,41,400
2025-06-09 04:11:07.640,23,41,400
2025-06-09 04:16:07.942,23,41,400
2025-06-09 04:21:08.244,23,41,400
2025-06-09 04:26:08.547,23,41,400
2025-06-09 04:31:08.848,23,41,400
2025-06-09 04:36:09.151,23,41,400
2025-06-09 04:41:09.453,23,41,400
2025-06-09 04:46:09.755,23,41,400
2025-06-09 04:51:10.054,23,41,400
2025-06-09 04:56:10.357,23,41,400
2025-06-09 05:01:10.659,23,41,400
2025-06-09 05:06:10.961,23,41,400
2025-06-09 05:11:11.264,23,41,400
2025-06-09 05:16:11.566,23,41,400
2025-06-09 05:21:11.868,23,41,400
2025-06-09 05:26:12.171,23,41,400
2025-06-09 05:31:12.470,23,41,400
2025-06-09 05:36:12.773,23,41,400
2025-06-09 05:41:13.075,23,41,400
2025-06-09 05:46:13.377,23,41,400
2025-06-09 05:51:13.679,23,41,400
2025-06-09 05:56:13.981,23,41,400
2025-06-09 06:01:14.284,23,41,400
2025-06-09 06:06:14.583,23,41,400
2025-06-09 06:11:14.885,23,41,400
2025-06-09 06:16:15.188,23,41,400
2025-06-09 06:21:15.490,23,41,400
2025-06-09 06:26:15.792,23,41,400
2025-06-09 06:31:16.091,23,41,400
2025-06-09 06:36:16.394,23,41,400
2025-06-09 06:41:16.696,23,41,400
2025-06-09 06:46:16.998,23,41,400
2025-06-09 06:51:17.300,23,41,400
2025-06-09 06:56:17.599,23,41,400
2025-06-09 07:01:17.902,23,41,400
2025-06-09 07:06:18.204,23,41,400
2025-06-09 07:11:18.506,23,41,400
2025-06-09 07:16:18.808,23,41,400
2025-06-09 07:21:19.108,23,41,400
2025-06-09 07:26:19.409,23,41,400
2025-06-09 07:31:19.712,23,41,400
2025-06-09 07:36:20.014,23,41,400
2025-06-09 07:41:20.316,23,41,400
2025-06-09 07:46:20.616,23,41,400
2025-06-09 07:51:20.918,23,41,400
2025-06-09 07:56:21.220,23,41,400
2025-06-09 08:01:21.522,23,41,400
2025-06-09 08:06:21.824,23,41,400
2025-06-09 08:11:22.123,23,41,400
2025-06-09 08:16:22.426,23,41,400
2025-06-09 08:21:22.728,23,41,400
2025-06-09 08:26:23.030,23,41,400
2025-06-09 08:31:23.333,23,41,400
